$arr$	$mean5$	$mean5_s0$	$mean10$	$mean10_s0$
0.001	1.0	1.0		1.0		1.0
0.002	1.0	1.0		1.0		1.0
0.005	1.1	1.0		1.1		1.0
0.01	1.1	1.1		1.1		1.1
0.02	1.3	1.1		1.3		1.1
0.05	1.8	1.3		2.0		1.4
0.06	2.1	1.4		2.4		1.5
0.07	2.5	1.5		2.9		1.6
0.1	4.475	1.8		6.22		2.1
0.2	7e3	2.9		8e3		3.3
0.3	1e5	2.6875		1e5		3.0125
0.5	1e5	2.6125		1e5		2.8375
0.6	1e5	2.6375		1e5		2.9
#0.7	1e5
#0.8	1e5
#0.9	1e5
1	1e5	2.7		1e5		2.975
