$ratio$ $capacity$
0.01	0.050
0.5		0.050
1		0.050
2		0.050
5		0.050
10		0.050
15		0.050
20		0.050
21		0.0485
22		0.045625
23		0.043125
24		0.045375
25		0.0405
26		0.040625
27		0.038875
28		0.03825
29		0.035625
30		0.035125
